Primera Parte: Bases de la Autonomía Departamental;;primero:::Título Primero: Naturaleza;;primero:::Capítulo Primero: Autonomía e Identidad Departamental;;primero:::Artículo 1. Autonomía del Departamento de Oruro,0.8772
Primera Parte: Bases de la Autonomía Departamental;;primero:::Título Primero: Naturaleza;;primero:::Capítulo Primero: Autonomía e Identidad Departamental;;primero:::Artículo 2. Identidad Orureña,0.8772
Primera Parte: Bases de la Autonomía Departamental;;primero:::Título Primero: Naturaleza;;primero:::Capítulo Primero: Autonomía e Identidad Departamental;;primero:::Artículo 3. Idiomas Oficiales,0.8772
Primera Parte: Bases de la Autonomía Departamental;;primero:::Título Primero: Naturaleza;;primero:::Capítulo Primero: Autonomía e Identidad Departamental;;primero:::Artículo 4. Capital y Sede Autonómica,0.8772
Primera Parte: Bases de la Autonomía Departamental;;primero:::Título Primero: Naturaleza;;primero:::Capítulo Primero: Autonomía e Identidad Departamental;;primero:::Artículo 5. Símbolos,0.8772
Primera Parte: Bases de la Autonomía Departamental;;primero:::Título Primero: Naturaleza;;primero:::Capítulo Primero: Autonomía e Identidad Departamental;;primero:::Artículo 6. Efemérides del Departamento,0.8772
Primera Parte: Bases de la Autonomía Departamental;;primero:::Título Primero: Naturaleza;;primero:::Capítulo Primero: Autonomía e Identidad Departamental;;primero:::Artículo 7. Religión,0.8772
Primera Parte: Bases de la Autonomía Departamental;;primero:::Título Primero: Naturaleza;;primero:::Capítulo Segundo: Principios~ Valores y Fines;;primero:::Artículo 8. Principios y Valores,0.8772
Primera Parte: Bases de la Autonomía Departamental;;primero:::Título Primero: Naturaleza;;primero:::Capítulo Segundo: Principios~ Valores y Fines;;primero:::Artículo 9. Fines,0.8772
Primera Parte: Bases de la Autonomía Departamental;;primero:::Título Primero: Naturaleza;;primero:::Capítulo Tercero: Derechos y Deberes;;primero:::Artículo 10. Derechos Individuales y Colectivos,0.8772
Primera Parte: Bases de la Autonomía Departamental;;primero:::Título Primero: Naturaleza;;primero:::Capítulo Tercero: Derechos y Deberes;;primero:::Artículo 11. Deberes individuales y colectivos,0.8772
Primera Parte: Bases de la Autonomía Departamental;;primero:::Título Primero: Naturaleza;;primero:::Capítulo Cuarto: Género Generacional;;primero:::Artículo 12. Protección,0.8772
Primera Parte: Bases de la Autonomía Departamental;;primero:::Título Primero: Naturaleza;;primero:::Capítulo Cuarto: Género Generacional;;primero:::Artículo 13. Género,0.8772
Primera Parte: Bases de la Autonomía Departamental;;primero:::Título Primero: Naturaleza;;primero:::Capítulo Cuarto: Género Generacional;;primero:::Artículo 14. Familia,0.8772
Primera Parte: Bases de la Autonomía Departamental;;primero:::Título Primero: Naturaleza;;primero:::Capítulo Cuarto: Género Generacional;;primero:::Artículo 15. Niña~ Niño y Adolescente,0.8772
Primera Parte: Bases de la Autonomía Departamental;;primero:::Título Primero: Naturaleza;;primero:::Capítulo Cuarto: Género Generacional;;primero:::Artículo 16. Juventud,0.8772
Primera Parte: Bases de la Autonomía Departamental;;primero:::Título Primero: Naturaleza;;primero:::Capítulo Cuarto: Género Generacional;;primero:::Artículo 17. Adulta y Adulto Mayor,0.8772
Primera Parte: Bases de la Autonomía Departamental;;primero:::Título Primero: Naturaleza;;primero:::Capítulo Cuarto: Género Generacional;;primero:::Artículo 18. Personas con Discapacidad,0.8772
Primera Parte: Bases de la Autonomía Departamental;;primero:::Título Primero: Naturaleza;;primero:::Capítulo Cuarto: Género Generacional;;primero:::Artículo 19. Personas con Diversa Orientación Sexual e Identidad de Género,0.8772
