Título I: Bases Fundamentales del Gobierno Autónomo Departamental de La Paz;;primero:::Artículo 1. Autonomía del Gobierno Departamental de La Paz,0.934				
Título I: Bases Fundamentales del Gobierno Autónomo Departamental de La Paz;;primero:::Artículo 2. Idiomas Originarios y Oficiales,0.934				
Título I: Bases Fundamentales del Gobierno Autónomo Departamental de La Paz;;primero:::Artículo 3. Sede,0.934				
Título I: Bases Fundamentales del Gobierno Autónomo Departamental de La Paz;;primero:::Artículo 4. Símbolos,0.934				
Título I: Bases Fundamentales del Gobierno Autónomo Departamental de La Paz;;primero:::Artículo 5. Organización Territorial del Departamento de La Paz,0.934				
Título I: Bases Fundamentales del Gobierno Autónomo Departamental de La Paz;;primero:::Artículo 6. Principios y Valores,0.934				
Título I: Bases Fundamentales del Gobierno Autónomo Departamental de La Paz;;primero:::Artículo 7. Fines,0.934				
Título I: Bases Fundamentales del Gobierno Autónomo Departamental de La Paz;;primero:::Artículo 8. Sistema de Gobierno,0.934				
Título II: Derechos~ Deberes y Políticas Públicas;;segundo:::Capítulo Primero: Derechos y Deberes;;segundo:::Artículo 9. Derechos de las Personas y de las Colectividades,0.934		
Título II: Derechos~ Deberes y Políticas Públicas;;segundo:::Capítulo Primero: Derechos y Deberes;;segundo:::Artículo 10. Representación de las Naciones y Pueblos Indígena Originarios y Campesinos Minoritarios,0.934		
Título II: Derechos~ Deberes y Políticas Públicas;;segundo:::Capítulo Primero: Derechos y Deberes;;segundo:::Artículo 11. Deberes,0.934		
Título II: Derechos~ Deberes y Políticas Públicas;;segundo:::Capitulo Segundo: Políticas Públicas;;segundo:::Sección I: Equidad de Género~ Generacional y de Personas en situación de discapacidad;;segundo:::Artículo 12. Disposiciones Generales,0.934
Título II: Derechos~ Deberes y Políticas Públicas;;segundo:::Capitulo Segundo: Políticas Públicas;;segundo:::Sección I: Equidad de Género~ Generacional y de Personas en situación de discapacidad;;segundo:::Artículo 13. Niñez y Adolescencia,0.934
Título II: Derechos~ Deberes y Políticas Públicas;;segundo:::Capitulo Segundo: Políticas Públicas;;segundo:::Sección I: Equidad de Género~ Generacional y de Personas en situación de discapacidad;;segundo:::Artículo 14. Juventud,0.934
Título II: Derechos~ Deberes y Políticas Públicas;;segundo:::Capitulo Segundo: Políticas Públicas;;segundo:::Sección I: Equidad de Género~ Generacional y de Personas en situación de discapacidad;;segundo:::Artículo 15. Género,0.934
Título II: Derechos~ Deberes y Políticas Públicas;;segundo:::Capitulo Segundo: Políticas Públicas;;segundo:::Sección I: Equidad de Género~ Generacional y de Personas en situación de discapacidad;;segundo:::Artículo 16. Adulto Mayor,0.934
Título II: Derechos~ Deberes y Políticas Públicas;;segundo:::Capitulo Segundo: Políticas Públicas;;segundo:::Sección I: Equidad de Género~ Generacional y de Personas en situación de discapacidad;;segundo:::Artículo 17. Personas con Discapacidad,0.934
Título II: Derechos~ Deberes y Políticas Públicas;;segundo:::Capitulo Segundo: Políticas Públicas;;segundo:::Sección II: Desarrollo Humano;;segundo:::Artículo 18. Gestión del Sistema de Salud y Educación,0.934
Título II: Derechos~ Deberes y Políticas Públicas;;segundo:::Capitulo Segundo: Políticas Públicas;;segundo:::Sección II: Desarrollo Humano;;segundo:::Artículo 19. Salud,0.934
Título II: Derechos~ Deberes y Políticas Públicas;;segundo:::Capitulo Segundo: Políticas Públicas;;segundo:::Sección II: Desarrollo Humano;;segundo:::Artículo 20. Educación,0.934
Título II: Derechos~ Deberes y Políticas Públicas;;segundo:::Capitulo Segundo: Políticas Públicas;;segundo:::Sección II: Desarrollo Humano;;segundo:::Artículo 21. Cultura y Patrimonio,0.934
Título II: Derechos~ Deberes y Políticas Públicas;;segundo:::Capitulo Segundo: Políticas Públicas;;segundo:::Sección II: Desarrollo Humano;;segundo:::Artículo 22. Saberes y Conocimientos Tradicionales Ancestrales,0.934
Título II: Derechos~ Deberes y Políticas Públicas;;segundo:::Capitulo Segundo: Políticas Públicas;;segundo:::Sección III: Deporte y Recreación;;segundo:::Artículo 23. Protección Integral del Deporte,0.934
Título II: Derechos~ Deberes y Políticas Públicas;;segundo:::Capitulo Segundo: Políticas Públicas;;segundo:::Sección III: Deporte y Recreación;;segundo:::Artículo 24. Recreación,0.934
Título II: Derechos~ Deberes y Políticas Públicas;;segundo:::Capitulo Segundo: Políticas Públicas;;segundo:::Sección IV: Seguridad Ciudadana;;segundo:::Artículo 25. Seguridad Ciudadana,0.934
Título III: Estructura y Organización Funcional del Gobierno Autónomo Departamental de La Paz;;tercero:::Capítulo Primero: Órganos del Gobierno Autonomo Dpartamental de La Paz ;;tercero:::Artículo 26. Órganos del Gobierno Autónomo Departamental de La Paz,0.934		
Título III: Estructura y Organización Funcional del Gobierno Autónomo Departamental de La Paz;;tercero:::Capítulo Primero: Órganos del Gobierno Autonomo Dpartamental de La Paz ;;tercero:::Artículo 27. Relación entre los Órganos del Gobierno Autónomo Departamental de La Paz,0.934		
Título III: Estructura y Organización Funcional del Gobierno Autónomo Departamental de La Paz;;tercero:::Capítulo Segundo: Asamblea Departamental de La Paz;;tercero:::Artículo 28. Asamblea Legislativa Departamental de La Paz,0.934		
Título III: Estructura y Organización Funcional del Gobierno Autónomo Departamental de La Paz;;tercero:::Capítulo Segundo: Asamblea Departamental de La Paz;;tercero:::Artículo 29. Conformación de la Asamblea Legislativa Departamental de La Paz~ Elección y Duración del Mandato de las y los Asambleístas,0.934		
Título III: Estructura y Organización Funcional del Gobierno Autónomo Departamental de La Paz;;tercero:::Capítulo Segundo: Asamblea Departamental de La Paz;;tercero:::Artículo 30. Requisitos,0.934		
Título III: Estructura y Organización Funcional del Gobierno Autónomo Departamental de La Paz;;tercero:::Capítulo Segundo: Asamblea Departamental de La Paz;;tercero:::Artículo 31. Atribuciones,0.934		
Título III: Estructura y Organización Funcional del Gobierno Autónomo Departamental de La Paz;;tercero:::Capítulo Segundo: Asamblea Departamental de La Paz;;tercero:::Artículo 32. Prerrogativas,0.934		
Título III: Estructura y Organización Funcional del Gobierno Autónomo Departamental de La Paz;;tercero:::Capítulo Segundo: Asamblea Departamental de La Paz;;tercero:::Artículo 33. Suplencias,0.934		
Título III: Estructura y Organización Funcional del Gobierno Autónomo Departamental de La Paz;;tercero:::Capítulo Tercero: Procedimiento Legislativo y Fiscalización;;tercero:::Artículo 34. Iniciativa Legislativa,0.934		
Título III: Estructura y Organización Funcional del Gobierno Autónomo Departamental de La Paz;;tercero:::Capítulo Tercero: Procedimiento Legislativo y Fiscalización;;tercero:::Artículo 35. Procedimiento Legislativo,0.934		
Título III: Estructura y Organización Funcional del Gobierno Autónomo Departamental de La Paz;;tercero:::Capítulo Tercero: Procedimiento Legislativo y Fiscalización;;tercero:::Artículo 36. Fiscalización,0.934		
Título III: Estructura y Organización Funcional del Gobierno Autónomo Departamental de La Paz;;tercero:::Capítulo Cuarto: Órgano Ejecutivo Departamental;;tercero:::Artículo 37. Órgano Ejecutivo,0.934		
Título III: Estructura y Organización Funcional del Gobierno Autónomo Departamental de La Paz;;tercero:::Capítulo Cuarto: Órgano Ejecutivo Departamental;;tercero:::Artículo 38. Composición,0.934		
Título III: Estructura y Organización Funcional del Gobierno Autónomo Departamental de La Paz;;tercero:::Capítulo Cuarto: Órgano Ejecutivo Departamental;;tercero:::Artículo 39. Entidades Públicas~ Mixtas~ Desconcentradas y Descentralizadas,0.934		
Título III: Estructura y Organización Funcional del Gobierno Autónomo Departamental de La Paz;;tercero:::Capítulo Cuarto: Órgano Ejecutivo Departamental;;tercero:::Artículo 40. Gobernadora o Gobernador,0.934		
Título III: Estructura y Organización Funcional del Gobierno Autónomo Departamental de La Paz;;tercero:::Capítulo Cuarto: Órgano Ejecutivo Departamental;;tercero:::Artículo 41. Elección~ Requisitos y Duración del Mandato,0.934		
