Título I: Gobierno Autónomo Departamental;;primero:::Capítulo I: Disposiciones Generales;;primero:::ARTÍCULO 1. Constitución,0.943		
Título I: Gobierno Autónomo Departamental;;primero:::Capítulo I: Disposiciones Generales;;primero:::ARTÍCULO 2. Naturaleza,0.943		
Título I: Gobierno Autónomo Departamental;;primero:::Capítulo I: Disposiciones Generales;;primero:::ARTÍCULO 3. Principios y valores,0.943		
Título I: Gobierno Autónomo Departamental;;primero:::Capítulo I: Disposiciones Generales;;primero:::ARTÍCULO 4. Fines propios,0.943		
Título I: Gobierno Autónomo Departamental;;primero:::Capítulo I: Disposiciones Generales;;primero:::ARTÍCULO 5. Símbolos y aniversario,0.943		
Título I: Gobierno Autónomo Departamental;;primero:::Capítulo I: Disposiciones Generales;;primero:::ARTÍCULO 6. Idiomas oficiales,0.943		
Título I: Gobierno Autónomo Departamental;;primero:::Capítulo I: Disposiciones Generales;;primero:::ARTÍCULO 7. Capital y sede de gobierno,0.943		
Título I: Gobierno Autónomo Departamental;;primero:::Capítulo I: Disposiciones Generales;;primero:::ARTÍCULO 8. Ubicación geográfica,0.943		
Título I: Gobierno Autónomo Departamental;;primero:::Capítulo I: Disposiciones Generales;;primero:::ARTÍCULO 9. Organización territorial,0.943		
Título I: Gobierno Autónomo Departamental;;primero:::Capítulo I: Disposiciones Generales;;primero:::ARTÍCULO 10. Visión estratégica del desarrollo departamental,0.943		
Título I: Gobierno Autónomo Departamental;;primero:::Capítulo II: Derechos y Deberes;;primero:::ARTÍCULO 11. Derechos,0.943		
Título I: Gobierno Autónomo Departamental;;primero:::Capítulo II: Derechos y Deberes;;primero:::ARTÍCULO 12. Deberes,0.943		
Título II: Organización del Gobierno Autónomo Departamental;;segundo:::Capítulo I: Órganos de Gobierno;;segundo:::ARTÍCULO 13. Forma de gobierno,0.943		
Título II: Organización del Gobierno Autónomo Departamental;;segundo:::Capítulo I: Órganos de Gobierno;;segundo:::ARTÍCULO 14. Fundamentos,0.943		
Título II: Organización del Gobierno Autónomo Departamental;;segundo:::Capítulo I: Órganos de Gobierno;;segundo:::ARTÍCULO 15. Conformación,0.943		
Título II: Organización del Gobierno Autónomo Departamental;;segundo:::Capítulo II: Asamblea Legislativa Departamental;;segundo:::ARTÍCULO 16. Asamblea legislativa departamental,0.943		
Título II: Organización del Gobierno Autónomo Departamental;;segundo:::Capítulo II: Asamblea Legislativa Departamental;;segundo:::ARTÍCULO 17. Composición,0.943		
Título II: Organización del Gobierno Autónomo Departamental;;segundo:::Capítulo II: Asamblea Legislativa Departamental;;segundo:::ARTÍCULO 18. Organización interna y funcionamiento,0.943		
Título II: Organización del Gobierno Autónomo Departamental;;segundo:::Capítulo II: Asamblea Legislativa Departamental;;segundo:::ARTÍCULO 19. Periodo constitucional y legislativo,0.943		
Título II: Organización del Gobierno Autónomo Departamental;;segundo:::Capítulo II: Asamblea Legislativa Departamental;;segundo:::ARTÍCULO 20. Atribuciones,0.943		
